show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,day_added,year_added,month_added,listed_in1,listed_in2,listed_in3
s4040,Movie,Starting Over Again,Olivia M. Lamasan,Philippines,2019-03-07,2014,TV-14,128 min,"Dramas, International Movies, Romantic Movies",7,2019,3,Dramas, International Movies, Romantic Movies
s4041,Movie,That Thing Called Tadhana,Antoinette Jadaone,Philippines,2019-03-07,2015,TV-MA,91 min,"Dramas, International Movies, Romantic Movies",7,2019,3,Dramas, International Movies, Romantic Movies
s4042,Movie,The Love Affair,Nuel Naval,Philippines,2019-03-07,2015,TV-MA,127 min,"Dramas, International Movies, Romantic Movies",7,2019,3,Dramas, International Movies, Romantic Movies
s4046,Movie,The Hard Way,Keoni Waxman,United States,2019-03-05,2019,TV-MA,94 min,Action & Adventure,5,2019,3,Action & Adventure,0,0
s4047,Movie,Everyday I Love You,Mae Czarina Cruz,Philippines,2019-03-04,2015,TV-14,124 min,"Dramas, International Movies, Romantic Movies",4,2019,3,Dramas, International Movies, Romantic Movies
s4048,Movie,No Other Woman,Ruel S. Bayani,Philippines,2019-03-04,2011,TV-MA,103 min,"Dramas, International Movies, Romantic Movies",4,2019,3,Dramas, International Movies, Romantic Movies
s4049,Movie,River's Edge,Isao Yukisada,Japan,2019-03-02,2018,TV-MA,118 min,"Dramas, International Movies",2,2019,3,Dramas, International Movies,0
s4051,Movie,Weapon of Choice,Fritz Ofner,Austria,2019-03-02,2018,TV-MA,89 min,"Documentaries, International Movies",2,2019,3,Documentaries, International Movies,0
s4052,Movie,"2,215",Nottapon Boonprakob,Thailand,2019-03-01,2018,TV-MA,89 min,"Documentaries, International Movies, Sports Movies",1,2019,3,Documentaries, International Movies, Sports Movies
s4053,Movie,BNK48: Girls Don't Cry,Nawapol Thamrongrattanarit,Thailand,2019-03-01,2018,TV-14,108 min,"Documentaries, International Movies, Music & Musicals",1,2019,3,Documentaries, International Movies, Music & Musicals
s4054,Movie,Budapest,Xavier Gens,France,2019-03-01,2018,TV-MA,103 min,"Comedies, International Movies",1,2019,3,Comedies, International Movies,0
s4050,Movie,Sarkar,A.R. Murugadoss,India,2019-03-02,2018,TV-MA,162 min,"Action & Adventure, Dramas, International Movies",2,2019,3,Action & Adventure, Dramas, International Movies
s4062,Movie,Sarvam Thaala Mayam (Tamil Version),Rajiv Menon,India,2019-03-01,2018,TV-14,131 min,"Dramas, International Movies, Music & Musicals",1,2019,3,Dramas, International Movies, Music & Musicals
s4059,Movie,Pants on Fire,Jonathan A. Rosenbaum,Canada,2019-03-01,2014,TV-G,87 min,"Children & Family Movies, Comedies",1,2019,3,Children & Family Movies, Comedies,0
s4060,Movie,Paranormal Investigation,Franck Phelizon,United States,2019-03-01,2018,TV-14,93 min,"Horror Movies, International Movies, Thrillers",1,2019,3,Horror Movies, International Movies, Thrillers
s4061,Movie,Radio Rebel,Peter Howitt,United States,2019-03-01,2012,TV-G,90 min,"Children & Family Movies, Comedies",1,2019,3,Children & Family Movies, Comedies,0
s4063,Movie,The Boy Who Harnessed the Wind,Chiwetel Ejiofor,United Kingdom,2019-03-01,2019,TV-PG,114 min,"Children & Family Movies, Dramas, Independent Movies",1,2019,3,Children & Family Movies, Dramas, Independent Movies
s4065,Movie,The Last Runway,"Rodrigo Salomón, Pietro Scappini",Paraguay,2019-03-01,2018,TV-MA,107 min,"Action & Adventure, International Movies",1,2019,3,Action & Adventure, International Movies,0
s4066,Movie,The Spiderwick Chronicles,Mark Waters,United States,2019-03-01,2008,PG,97 min,Children & Family Movies,1,2019,3,Children & Family Movies,0,0
s4067,Movie,Your Son,Miguel Ángel Vivas,Spain,2019-03-01,2018,TV-MA,103 min,"Dramas, International Movies, Thrillers",1,2019,3,Dramas, International Movies, Thrillers
s4068,Movie,Quién te cantará,Carlos Vermut,Spain,2019-02-28,2018,TV-MA,125 min,"Dramas, Independent Movies, International Movies",28,2019,2,Dramas, Independent Movies, International Movies
s4069,Movie,A Second Chance,Cathy Garcia-Molina,Philippines,2019-02-27,2015,TV-MA,130 min,"Dramas, International Movies, Romantic Movies",27,2019,2,Dramas, International Movies, Romantic Movies
s4070,Movie,Beauty and the Bestie,Wenn V. Deramas,Philippines,2019-02-27,2015,TV-14,119 min,"Action & Adventure, Comedies, International Movies",27,2019,2,Action & Adventure, Comedies, International Movies
s4071,Movie,Bride For Rent,Mae Czarina Cruz,Philippines,2019-02-27,2014,TV-PG,110 min,"Comedies, International Movies, Romantic Movies",27,2019,2,Comedies, International Movies, Romantic Movies
s4072,Movie,Can't Help Falling in Love,Mae Czarina Cruz,Philippines,2019-02-27,2017,TV-14,120 min,"Comedies, Dramas, International Movies",27,2019,2,Comedies, Dramas, International Movies
s4073,Movie,Evening Shadows,Sridhar Rangayan,India,2019-02-27,2018,TV-PG,102 min,"Dramas, Independent Movies, International Movies",27,2019,2,Dramas, Independent Movies, International Movies
s4074,Movie,Four Sisters and a Wedding,Cathy Garcia-Molina,Philippines,2019-02-27,2013,TV-14,125 min,"Comedies, Dramas, International Movies",27,2019,2,Comedies, Dramas, International Movies
s4075,Movie,It Takes a Man and a Woman,Cathy Garcia-Molina,Philippines,2019-02-27,2013,TV-PG,127 min,"Comedies, International Movies, Romantic Movies",27,2019,2,Comedies, International Movies, Romantic Movies
s4076,Movie,My Ex & Whys,Cathy Garcia-Molina,Philippines,2019-02-27,2017,TV-14,121 min,"Comedies, Dramas, International Movies",27,2019,2,Comedies, Dramas, International Movies
s4077,Movie,She's Dating the Gangster,Cathy Garcia-Molina,Philippines,2019-02-27,2014,TV-14,113 min,"Dramas, International Movies, Romantic Movies",27,2019,2,Dramas, International Movies, Romantic Movies
s4078,Movie,The Breakup Playlist,Dan Villegas,Philippines,2019-02-27,2015,TV-MA,118 min,"Dramas, International Movies, Music & Musicals",27,2019,2,Dramas, International Movies, Music & Musicals
s4079,Movie,The Mistress,Olivia M. Lamasan,Philippines,2019-02-27,2012,TV-MA,132 min,"Dramas, International Movies, Romantic Movies",27,2019,2,Dramas, International Movies, Romantic Movies
s4081,Movie,Zach Galifianakis: Live at the Purple Onion,Michael Blieden,United States,2019-02-26,2006,TV-MA,61 min,Stand-Up Comedy,26,2019,2,Stand-Up Comedy,0,0
s4082,Movie,Life of An Outcast,Pawan K Shrivastava,India,2019-02-25,2018,TV-PG,80 min,"Dramas, Independent Movies, International Movies",25,2019,2,Dramas, Independent Movies, International Movies
s4083,Movie,The Photographer Of Mauthausen,Mar Targarona,Spain,2019-02-23,2018,TV-MA,110 min,"Dramas, International Movies",23,2019,2,Dramas, International Movies,0
s4086,Movie,Firebrand,Aruna Raje,India,2019-02-22,2019,TV-MA,117 min,"Dramas, International Movies",22,2019,2,Dramas, International Movies,0
s4087,Movie,Paddleton,Alex Lehmann,United States,2019-02-22,2019,TV-MA,89 min,"Comedies, Dramas, Independent Movies",22,2019,2,Comedies, Dramas, Independent Movies
s4088,Movie,Paris Is Us,Elisabeth Vogler,France,2019-02-22,2019,TV-MA,84 min,"Dramas, Independent Movies, International Movies",22,2019,2,Dramas, Independent Movies, International Movies
s4089,Movie,Shonar Pahar,Parambrata Chatterjee,India,2019-02-22,2018,TV-PG,131 min,"Dramas, Independent Movies, International Movies",22,2019,2,Dramas, Independent Movies, International Movies
s4092,Movie,The Drug King,Woo Min-ho,South Korea,2019-02-21,2018,TV-MA,139 min,"Dramas, International Movies, Thrillers",21,2019,2,Dramas, International Movies, Thrillers
s4093,Movie,Kevin James: Sweat the Small Stuff,Paul Miller,United States,2019-02-20,2001,TV-PG,42 min,Stand-Up Comedy,20,2019,2,Stand-Up Comedy,0,0
s4094,Movie,Transformer,Michael Del Monte,Canada,2019-02-20,2017,TV-MA,79 min,"Documentaries, LGBTQ Movies",20,2019,2,Documentaries, LGBTQ Movies,0
s4095,Movie,Genius,Suseenthiran,India,2019-02-17,2018,TV-14,96 min,"Dramas, Independent Movies, International Movies",17,2019,2,Dramas, Independent Movies, International Movies
s4096,Movie,Black Sea,Kevin MacDonald,United Kingdom,2019-02-16,2015,R,114 min,"Action & Adventure, Dramas, International Movies",16,2019,2,Action & Adventure, Dramas, International Movies
s4097,Movie,Studio 54,Matt Tyrnauer,United States,2019-02-16,2018,TV-MA,99 min,Documentaries,16,2019,2,Documentaries,0,0
s4098,Movie,Awe,Prasanth Varma,India,2019-02-15,2018,TV-MA,111 min,"Dramas, International Movies, Sci-Fi & Fantasy",15,2019,2,Dramas, International Movies, Sci-Fi & Fantasy
s4099,Movie,Ayana,Gangadhar Salimath,India,2019-02-15,2017,TV-MA,112 min,"Dramas, Independent Movies, International Movies",15,2019,2,Dramas, Independent Movies, International Movies
s4100,Movie,Behind the Curve,Daniel J. Clark,United States,2019-02-15,2018,TV-14,96 min,Documentaries,15,2019,2,Documentaries,0,0
s4101,Movie,Buddies,Marcelo Galvão,Brazil,2019-02-15,2012,TV-MA,103 min,"Comedies, Dramas, Independent Movies",15,2019,2,Comedies, Dramas, Independent Movies
s4102,Movie,Candyflip,Shanawaz Nellikunnil,India,2019-02-15,2017,TV-MA,104 min,"Dramas, Independent Movies, International Movies",15,2019,2,Dramas, Independent Movies, International Movies
s4103,Movie,Chameli,Sudhir Mishra,India,2019-02-15,2004,TV-14,102 min,"Dramas, International Movies",15,2019,2,Dramas, International Movies,0
s4104,Movie,Fatso,Rajat Kapoor,India,2019-02-15,2012,TV-14,97 min,"Comedies, Dramas, International Movies",15,2019,2,Comedies, Dramas, International Movies
s4105,TV Show,Hjørdis,Lars Kaalund,Denmark,2019-02-15,2015,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",15,2019,2,International TV Shows, TV Comedies, TV Dramas
s4107,Movie,Neevevaro,Hari Nath,India,2019-02-15,2018,TV-14,132 min,"Dramas, International Movies, Romantic Movies",15,2019,2,Dramas, International Movies, Romantic Movies
s4108,Movie,Pyaar Ke Side Effects,Saket Chaudhary,India,2019-02-15,2006,TV-MA,120 min,"Comedies, International Movies, Romantic Movies",15,2019,2,Comedies, International Movies, Romantic Movies
s4109,Movie,Sur: The Melody of Life,Tanuja Chandra,India,2019-02-15,2002,TV-14,137 min,"Dramas, International Movies",15,2019,2,Dramas, International Movies,0
s4111,Movie,The Breaker Upperers,"Jackie van Beek, Madeleine Sami",New Zealand,2019-02-15,2018,TV-MA,82 min,"Comedies, Independent Movies, International Movies",15,2019,2,Comedies, Independent Movies, International Movies
s4113,Movie,Ugly Aur Pagli,Sachin Kamlakar Khot,India,2019-02-15,2008,TV-14,115 min,"Comedies, International Movies, Romantic Movies",15,2019,2,Comedies, International Movies, Romantic Movies
s4114,Movie,Yucatán,Daniel Monzón,Spain,2019-02-15,2018,TV-MA,130 min,"Comedies, International Movies",15,2019,2,Comedies, International Movies,0
s4116,Movie,"Ken Jeong: You Complete Me, Ho",Jon M. Chu,United States,2019-02-14,2019,TV-MA,62 min,Stand-Up Comedy,14,2019,2,Stand-Up Comedy,0,0
s4118,Movie,Period. End of Sentence.,Rayka Zehtabchi,United States,2019-02-12,2018,TV-PG,26 min,Documentaries,12,2019,2,Documentaries,0,0
s4121,Movie,High Flying Bird,Steven Soderbergh,United States,2019-02-08,2019,TV-MA,91 min,"Dramas, Sports Movies",8,2019,2,Dramas, Sports Movies,0
s4122,Movie,Kevin Hart's Guide to Black History,Tom Stern,United States,2019-02-08,2019,TV-PG,63 min,"Children & Family Movies, Comedies",8,2019,2,Children & Family Movies, Comedies,0
s4124,Movie,ReMastered: The Two Killings of Sam Cooke,Kelly Duane de la Vega,United States,2019-02-08,2019,TV-MA,74 min,"Documentaries, Music & Musicals",8,2019,2,Documentaries, Music & Musicals,0
s4125,Movie,The Tree of Blood,Julio Medem,Spain,2019-02-08,2018,TV-MA,136 min,"Dramas, Independent Movies, International Movies",8,2019,2,Dramas, Independent Movies, International Movies
s4129,Movie,"Ray Romano: Right Here, Around the Corner",Michael Showalter,United States,2019-02-05,2019,TV-MA,59 min,Stand-Up Comedy,5,2019,2,Stand-Up Comedy,0,0
s4134,Movie,Await Further Instructions,Johnny Kevorkian,United Kingdom,2019-02-02,2018,TV-MA,91 min,"Horror Movies, Sci-Fi & Fantasy",2,2019,2,Horror Movies, Sci-Fi & Fantasy,0
s4135,Movie,Manusangada,Amshan Kumar,India,2019-02-02,2017,TV-14,93 min,"Dramas, Independent Movies, International Movies",2,2019,2,Dramas, Independent Movies, International Movies
s4136,Movie,14 Minutes from Earth,"Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm",United States,2019-02-01,2016,TV-MA,84 min,Documentaries,1,2019,2,Documentaries,0,0
s4137,Movie,Dear Ex,"Hsu Chih-yen, Mag Hsu",Taiwan,2019-02-01,2018,TV-MA,100 min,"Comedies, Dramas, International Movies",1,2019,2,Comedies, Dramas, International Movies
s4139,Movie,Lego DC Comics: Batman Be-Leaguered,Rick Morales,United States,2019-02-01,2014,TV-Y7,22 min,Movies,1,2019,2,Movies,0,0
s4140,Movie,LEGO Marvel Super Heroes: Black Panther,Michael D. Black,United States,2019-02-01,2018,TV-Y7,22 min,Children & Family Movies,1,2019,2,Children & Family Movies,0,0
s4186,Movie,Abducted in Plain Sight,Skye Borgman,United States,2019-01-15,2017,TV-14,90 min,Documentaries,15,2019,1,Documentaries,0,0
s4154,Movie,Gabriel Fluffy Iglesias: One Show Fits All,Manny Rodriguez,United States,2019-01-29,2019,TV-14,91 min,Stand-Up Comedy,29,2019,1,Stand-Up Comedy,0,0
s4147,Movie,Velvet Buzzsaw,Dan Gilroy,United States,2019-02-01,2019,R,113 min,"Dramas, Thrillers",1,2019,2,Dramas, Thrillers,0
s4148,Movie,Hantu Kak Limah,Mamat Khalid,Malaysia,2019-01-31,2018,TV-PG,110 min,"Comedies, Horror Movies, International Movies",31,2019,1,Comedies, Horror Movies, International Movies
s4149,Movie,Love Off the Cuff,Pang Ho-cheung,China,2019-01-31,2017,TV-MA,120 min,"Comedies, Dramas, International Movies",31,2019,1,Comedies, Dramas, International Movies
s4151,Movie,Maharaja: The Story of Ranjit Singh,Amarjit Virdi,Not Given,2019-01-30,2010,TV-14,56 min,"Dramas, International Movies",30,2019,1,Dramas, International Movies,0
s4152,Movie,Virsa,Pankaj Batra,India,2019-01-30,2010,TV-14,127 min,"Dramas, International Movies, Music & Musicals",30,2019,1,Dramas, International Movies, Music & Musicals
s4153,Movie,Bhasmasur,Nishil Sheth,India,2019-01-29,2017,TV-14,74 min,"Dramas, Independent Movies, International Movies",29,2019,1,Dramas, Independent Movies, International Movies
s4155,Movie,High Society,Byun Hyuk,South Korea,2019-01-29,2018,TV-MA,137 min,"Dramas, International Movies",29,2019,1,Dramas, International Movies,0
s4156,Movie,Up Among  The Stars,Zoe Berriatúa,Spain,2019-01-29,2018,TV-MA,86 min,"Dramas, International Movies, Sci-Fi & Fantasy",29,2019,1,Dramas, International Movies, Sci-Fi & Fantasy
s4158,Movie,Habibie & Ainun,Faozan Rizal,Indonesia,2019-01-28,2012,TV-14,125 min,"Dramas, International Movies, Romantic Movies",28,2019,1,Dramas, International Movies, Romantic Movies
s4159,Movie,Nathicharami,Mansore,India,2019-01-28,2018,TV-MA,114 min,"Dramas, Independent Movies, International Movies",28,2019,1,Dramas, Independent Movies, International Movies
s4160,Movie,Rudy Habibie,Hanung Bramantyo,Indonesia,2019-01-28,2016,TV-14,143 min,"Dramas, International Movies",28,2019,1,Dramas, International Movies,0
s4161,Movie,Surga Yang Tak Dirindukan,Kuntz Agus,Indonesia,2019-01-28,2015,TV-14,121 min,"Dramas, Faith & Spirituality, International Movies",28,2019,1,Dramas, Faith & Spirituality, International Movies
s4162,Movie,Surga Yang Tak Dirindukan 2,"Hanung Bramantyo, Meisa Felaroze",Indonesia,2019-01-28,2017,TV-14,119 min,"Dramas, Faith & Spirituality, International Movies",28,2019,1,Dramas, Faith & Spirituality, International Movies
s4157,Movie,Alt-Right: Age of Rage,Adam Bhala Lough,Not Given,2019-01-28,2018,TV-MA,106 min,Documentaries,28,2019,1,Documentaries,0,0
s4165,Movie,Goyo: The Boy General,Jerrold Tarog,Philippines,2019-01-26,2018,TV-MA,150 min,"Dramas, International Movies",26,2019,1,Dramas, International Movies,0
s4166,Movie,Animas,"Laura Alvea, José Ortuño",Spain,2019-01-25,2018,TV-MA,88 min,"Horror Movies, International Movies",25,2019,1,Horror Movies, International Movies,0
s4170,Movie,Mi Obra Maestra,Gastón Duprat,Argentina,2019-01-25,2018,TV-MA,105 min,"Comedies, International Movies",25,2019,1,Comedies, International Movies,0
s4174,Movie,Just Love,"Andy Caballero, Diego Corsini",Argentina,2019-01-24,2018,TV-MA,96 min,"Dramas, International Movies, Music & Musicals",24,2019,1,Dramas, International Movies, Music & Musicals
s4175,TV Show,Innocent,Seren Yüce,Turkey,2019-01-23,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",23,2019,1,Crime TV Shows, International TV Shows, TV Dramas
s4177,Movie,FYRE: The Greatest Party That Never Happened,Chris Smith,United States,2019-01-18,2019,TV-MA,98 min,Documentaries,18,2019,1,Documentaries,0,0
s4178,Movie,IO,Jonathan Helpert,United States,2019-01-18,2019,TV-14,96 min,"Dramas, Sci-Fi & Fantasy",18,2019,1,Dramas, Sci-Fi & Fantasy,0
s4181,Movie,Old Lord Savanna,André D'Elia,Brazil,2019-01-18,2018,TV-14,96 min,"Documentaries, International Movies",18,2019,1,Documentaries, International Movies,0
s4182,Movie,Patria,Matías Gueilburt,Mexico,2019-01-18,2019,TV-MA,90 min,"Documentaries, International Movies",18,2019,1,Documentaries, International Movies,0
s4183,Movie,Soni,Ivan Ayr,India,2019-01-18,2018,TV-MA,97 min,"Dramas, Independent Movies, International Movies",18,2019,1,Dramas, Independent Movies, International Movies
s4187,Movie,"Abdullah, The Final Witness",Hashim Nadeem Khan,Pakistan,2019-01-15,2016,TV-14,88 min,"Dramas, International Movies",15,2019,1,Dramas, International Movies,0
s4189,Movie,Echcharikkai,Sarjun,India,2019-01-15,2018,TV-14,127 min,"International Movies, Thrillers",15,2019,1,International Movies, Thrillers,0
s4191,Movie,Pandigai,Feroz,India,2019-01-15,2017,TV-MA,125 min,"Action & Adventure, Dramas, International Movies",15,2019,1,Action & Adventure, Dramas, International Movies
s4192,Movie,Pari,Syed Atif Ali,Pakistan,2019-01-15,2018,TV-14,116 min,"Horror Movies, International Movies",15,2019,1,Horror Movies, International Movies,0
s4193,Movie,Revenger,Lee Seung-won,South Korea,2019-01-15,2018,TV-MA,102 min,"Action & Adventure, International Movies",15,2019,1,Action & Adventure, International Movies,0
s4194,Movie,Sebastian Maniscalco: Stay Hungry,Rik Reinholdtsen,United States,2019-01-15,2019,TV-MA,65 min,Stand-Up Comedy,15,2019,1,Stand-Up Comedy,0,0
s4195,Movie,The Doll,Rocky Soraya,Indonesia,2019-01-15,2016,TV-MA,106 min,"Horror Movies, International Movies",15,2019,1,Horror Movies, International Movies,0
s4196,Movie,The Doll 2,Rocky Soraya,Indonesia,2019-01-15,2017,TV-MA,117 min,"Horror Movies, International Movies",15,2019,1,Horror Movies, International Movies,0
s4198,Movie,Baazaar,Gauravv K Chawla,India,2019-01-13,2018,TV-MA,136 min,"Dramas, International Movies",13,2019,1,Dramas, International Movies,0
s4199,Movie,All of You,Dan Villegas,Philippines,2019-01-11,2017,TV-MA,104 min,"Comedies, Dramas, International Movies",11,2019,1,Comedies, Dramas, International Movies
s4204,Movie,ReMastered: Massacre at the Stadium,Bent-Jorgen Perlmutt,United States,2019-01-11,2019,TV-MA,65 min,"Documentaries, Music & Musicals",11,2019,1,Documentaries, Music & Musicals,0
s4205,Movie,Solo,Hugo Stuven,Spain,2019-01-11,2018,TV-MA,91 min,"Dramas, Independent Movies, International Movies",11,2019,1,Dramas, Independent Movies, International Movies
